,Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH,AG_diff,AG_pc,AG_diff_pc,AI_diff,AI_pc,AI_diff_pc,AR_diff,AR_pc,AR_diff_pc,BE_diff,BE_pc,BE_diff_pc,BL_diff,BL_pc,BL_diff_pc,BS_diff,BS_pc,BS_diff_pc,FR_diff,FR_pc,FR_diff_pc,GE_diff,GE_pc,GE_diff_pc,GL_diff,GL_pc,GL_diff_pc,GR_diff,GR_pc,GR_diff_pc,JU_diff,JU_pc,JU_diff_pc,LU_diff,LU_pc,LU_diff_pc,NE_diff,NE_pc,NE_diff_pc,NW_diff,NW_pc,NW_diff_pc,OW_diff,OW_pc,OW_diff_pc,SG_diff,SG_pc,SG_diff_pc,SH_diff,SH_pc,SH_diff_pc,SO_diff,SO_pc,SO_diff_pc,SZ_diff,SZ_pc,SZ_diff_pc,TG_diff,TG_pc,TG_diff_pc,TI_diff,TI_pc,TI_diff_pc,UR_diff,UR_pc,UR_diff_pc,VD_diff,VD_pc,VD_diff_pc,VS_diff,VS_pc,VS_diff_pc,ZG_diff,ZG_pc,ZG_diff_pc,ZH_diff,ZH_pc,ZH_diff_pc,CH_diff,CH_pc,CH_diff_pc
86,2020-05-21,1196.0,,,1869.0,875.0,976.0,1158.0,5327.0,128.0,825.0,199.0,,723.0,123.0,82.0,789.0,78.0,439.0,307.0,377.0,3301.0,93.0,5427.0,1903.0,199.0,3562.0,30794.0,0.0,0.0017634733938163,0.0,,0.0015484670176525,,,0.0017923742622297,,2.0,0.0018058372311655,1.9324100922049478e-06,0.0,0.0030368025765968,0.0,0.0,0.0050111415750182,0.0,0.0,0.003633351531467,0.0,6.0,0.0107562054643219,1.2115117849808884e-05,0.0,0.0031680815781006,0.0,0.0,0.0041587063146804,0.0,1.0,0.0027104700418147,1.36204524714311e-05,,0.0017433470798936,,0.0,0.004062619406172,0.0,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015540765456561,0.0,0.0,0.0009513239257967,0.0,3.0,0.0016069166965599,1.0981207493575992e-05,0.0,0.0019288160085445,0.0,0.0,0.0013636100581614,0.0,14.0,0.0093421972417735,3.962155752342625e-05,0.0,0.0025526308566409,0.0,0.0,0.006791007889682,0.0,1.0,0.0055327004986117,2.907357067058191e-06,0.0,0.0015689428163706,0.0,1.0,0.0023419296132463,6.574760284240036e-07,28.0,0.0036052595531651,3.278147284815973e-06
87,2020-05-22,1198.0,,99.0,1874.0,875.0,976.0,1158.0,5329.0,128.0,826.0,199.0,,723.0,123.0,82.0,789.0,78.0,,307.0,378.0,3304.0,93.0,5432.0,1903.0,199.0,3564.0,30815.0,2.0,0.0017664223459799,2.9489521635724785e-06,,0.0015484670176525,,0.0,0.0017923742622297,0.0,5.0,0.001810668256396,4.831025230512369e-06,0.0,0.0030368025765968,0.0,0.0,0.0050111415750182,0.0,0.0,0.003633351531467,0.0,2.0,0.0107602438369385,4.038372616602961e-06,0.0,0.0031680815781006,0.0,1.0,0.0041637471708194,5.040856139006649e-06,0.0,0.0027104700418147,0.0,,0.0017433470798936,,0.0,0.004062619406172,0.0,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015540765456561,0.0,0.0,0.0009513239257967,0.0,,0.0016069166965599,,0.0,0.0019288160085445,0.0,1.0,0.0013672270609681,3.617002806794178e-06,3.0,0.0093506875755285,8.49033375501991e-06,0.0,0.0025526308566409,0.0,5.0,0.0067972645765161,6.256686834053895e-06,0.0,0.0055327004986117,0.0,0.0,0.0015689428163706,0.0,2.0,0.0023432445653031,1.3149520568480073e-06,21.0,0.0036077181636287,2.45861046361198e-06
88,2020-05-23,1199.0,,,1878.0,875.0,976.0,1161.0,5331.0,,826.0,199.0,,724.0,123.0,82.0,789.0,,,307.0,378.0,3304.0,93.0,5438.0,1903.0,201.0,3566.0,30836.0,1.0,0.0017678968220617,1.4744760817862393e-06,,0.0015484670176525,,,0.0017923742622297,,4.0,0.0018145330765804,3.864820184409895e-06,0.0,0.0030368025765968,0.0,0.0,0.0050111415750182,0.0,3.0,0.0036427643592688,9.412827801728195e-06,2.0,0.0107642822095551,4.038372616602961e-06,,0.0031680815781006,,0.0,0.0041637471708194,0.0,0.0,0.0027104700418147,0.0,,0.0017433470798936,,1.0,0.0040682385201501,5.619113978107932e-06,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015540765456561,0.0,,0.0009513239257967,,,0.0016069166965599,,0.0,0.0019288160085445,0.0,0.0,0.0013672270609681,0.0,0.0,0.0093506875755285,0.0,0.0,0.0025526308566409,0.0,6.0,0.006804772600717,7.508024200864674e-06,0.0,0.0055327004986117,0.0,2.0,0.0015847110858818,1.5768269511262485e-05,2.0,0.0023445595173599,1.3149520568480073e-06,21.0,0.0036101767740923,2.45861046361198e-06
89,2020-05-24,1199.0,25.0,,1881.0,875.0,976.0,1162.0,5331.0,,826.0,199.0,,724.0,123.0,82.0,789.0,,,307.0,378.0,3305.0,93.0,5440.0,1904.0,202.0,3567.0,30846.0,0.0,0.0017678968220617,0.0,0.0,0.0015484670176525,0.0,,0.0017923742622297,,3.0,0.0018174316917187,2.898615138307421e-06,0.0,0.0030368025765968,0.0,0.0,0.0050111415750182,0.0,1.0,0.003645901968536,3.137609267242732e-06,0.0,0.0107642822095551,0.0,,0.0031680815781006,,0.0,0.0041637471708194,0.0,0.0,0.0027104700418147,0.0,,0.0017433470798936,,0.0,0.0040682385201501,0.0,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015540765456561,0.0,,0.0009513239257967,,,0.0016069166965599,,0.0,0.0019288160085445,0.0,0.0,0.0013672270609681,0.0,1.0,0.0093535176867802,2.830111251673303e-06,0.0,0.0025526308566409,0.0,2.0,0.0068072752754506,2.502674733621558e-06,1.0,0.0055356078556787,2.907357067058191e-06,1.0,0.0015925952206375,7.884134755631242e-06,1.0,0.0023452169933884,6.574760284240036e-07,10.0,0.0036113475409797,1.170766887434276e-06
90,2020-05-25,1199.0,25.0,99.0,1881.0,875.0,976.0,1163.0,5331.0,128.0,826.0,199.0,715.0,724.0,123.0,82.0,789.0,78.0,439.0,307.0,378.0,3306.0,93.0,5440.0,1906.0,202.0,3569.0,30853.0,0.0,0.0017678968220617,0.0,0.0,0.0015484670176525,0.0,0.0,0.0017923742622297,0.0,0.0,0.0018174316917187,0.0,0.0,0.0030368025765968,0.0,0.0,0.0050111415750182,0.0,1.0,0.0036490395778032,3.137609267242732e-06,0.0,0.0107642822095551,0.0,0.0,0.0031680815781006,0.0,0.0,0.0041637471708194,0.0,0.0,0.0027104700418147,0.0,1.0,0.0017457887424705,2.4416625768818503e-06,0.0,0.0040682385201501,0.0,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015540765456561,0.0,0.0,0.0009513239257967,0.0,0.0,0.0016069166965599,0.0,0.0,0.0019288160085445,0.0,0.0,0.0013672270609681,0.0,1.0,0.0093563477980319,2.830111251673303e-06,0.0,0.0025526308566409,0.0,0.0,0.0068072752754506,0.0,2.0,0.0055414225698129,5.814714134116382e-06,0.0,0.0015925952206375,0.0,2.0,0.0023465319454452,1.3149520568480073e-06,7.0,0.0036121670778009,8.195368212039933e-07
91,2020-05-26,1201.0,,,1881.0,875.0,976.0,1163.0,5334.0,128.0,827.0,199.0,,725.0,123.0,82.0,789.0,78.0,439.0,307.0,378.0,3308.0,93.0,5443.0,1909.0,202.0,3575.0,30874.0,2.0,0.0017708457742252,2.9489521635724785e-06,,0.0015484670176525,,,0.0017923742622297,,0.0,0.0018174316917187,0.0,0.0,0.0030368025765968,0.0,0.0,0.0050111415750182,0.0,0.0,0.0036490395778032,0.0,3.0,0.01077033976848,6.057558924904442e-06,0.0,0.0031680815781006,0.0,1.0,0.0041687880269584,5.040856139006649e-06,0.0,0.0027104700418147,0.0,,0.0017457887424705,,1.0,0.0040738576341282,5.619113978107932e-06,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015540765456561,0.0,0.0,0.0009513239257967,0.0,0.0,0.0016069166965599,0.0,0.0,0.0019288160085445,0.0,0.0,0.0013672270609681,0.0,2.0,0.0093620080205352,5.660222503346606e-06,0.0,0.0025526308566409,0.0,3.0,0.006811029287551,3.754012100432337e-06,3.0,0.005550144641014,8.722071201174572e-06,0.0,0.0015925952206375,0.0,6.0,0.0023504768016158,3.944856170544022e-06,21.0,0.0036146256882645,2.45861046361198e-06
92,2020-05-27,1202.0,25.0,99.0,1881.0,875.0,976.0,1164.0,5337.0,128.0,827.0,200.0,,725.0,123.0,82.0,789.0,78.0,439.0,307.0,378.0,3308.0,93.0,5445.0,1911.0,202.0,3578.0,30887.0,1.0,0.001772320250307,1.4744760817862393e-06,0.0,0.0015484670176525,0.0,0.0,0.0017923742622297,0.0,0.0,0.0018174316917187,0.0,0.0,0.0030368025765968,0.0,0.0,0.0050111415750182,0.0,1.0,0.0036521771870705,3.137609267242732e-06,3.0,0.010776397327405,6.057558924904442e-06,0.0,0.0031680815781006,0.0,0.0,0.0041687880269584,0.0,1.0,0.0027240904942862,1.36204524714311e-05,,0.0017457887424705,,0.0,0.0040738576341282,0.0,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015540765456561,0.0,0.0,0.0009513239257967,0.0,0.0,0.0016069166965599,0.0,0.0,0.0019288160085445,0.0,0.0,0.0013672270609681,0.0,0.0,0.0093620080205352,0.0,0.0,0.0025526308566409,0.0,2.0,0.0068135319622846,2.502674733621558e-06,2.0,0.0055559593551482,5.814714134116382e-06,0.0,0.0015925952206375,0.0,3.0,0.002352449229701,1.972428085272011e-06,13.0,0.0036161476852182,1.5219969536645588e-06
93,2020-05-28,1203.0,,99.0,1883.0,877.0,976.0,1165.0,5339.0,128.0,827.0,200.0,716.0,725.0,123.0,82.0,790.0,78.0,440.0,307.0,379.0,3310.0,93.0,5447.0,1911.0,202.0,3583.0,30908.0,1.0,0.0017737947263888,1.4744760817862393e-06,,0.0015484670176525,,0.0,0.0017923742622297,0.0,2.0,0.0018193641018109,1.9324100922049478e-06,2.0,0.003043743839629,6.941263032221343e-06,0.0,0.0050111415750182,0.0,1.0,0.0036553147963377,3.137609267242732e-06,2.0,0.0107804357000216,4.038372616602961e-06,0.0,0.0031680815781006,0.0,0.0,0.0041687880269584,0.0,0.0,0.0027240904942862,0.0,1.0,0.0017482304050474,2.4416625768818503e-06,0.0,0.0040738576341282,0.0,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,1.0,0.0015560462244212,1.9696787650902013e-06,0.0,0.0009513239257967,0.0,1.0,0.0016105770990578,3.6604024978586646e-06,0.0,0.0019288160085445,0.0,1.0,0.0013708440637749,3.617002806794178e-06,2.0,0.0093676682430386,5.660222503346606e-06,0.0,0.0025526308566409,0.0,2.0,0.0068160346370183,2.502674733621558e-06,0.0,0.0055559593551482,0.0,0.0,0.0015925952206375,0.0,5.0,0.0023557366098432,3.2873801421200185e-06,21.0,0.0036186062956818,2.45861046361198e-06
94,2020-05-29,1210.0,25.0,100.0,1884.0,877.0,978.0,1166.0,5343.0,128.0,827.0,200.0,,726.0,123.0,82.0,790.0,78.0,440.0,307.0,379.0,3313.0,93.0,5450.0,1911.0,202.0,3589.0,30937.0,7.0,0.0017841160589613,1.0321332572503675e-05,0.0,0.0015484670176525,0.0,1.0,0.0018104790527573,1.81047905275736e-05,1.0,0.001820330306857,9.662050461024737e-07,0.0,0.003043743839629,0.0,2.0,0.0050214103077539,1.0268732735693088e-05,1.0,0.003658452405605,3.137609267242732e-06,4.0,0.0107885124452548,8.076745233205922e-06,0.0,0.0031680815781006,0.0,0.0,0.0041687880269584,0.0,0.0,0.0027240904942862,0.0,,0.0017482304050474,,1.0,0.0040794767481063,5.619113978107932e-06,0.0,0.002845707146658,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015560462244212,0.0,0.0,0.0009513239257967,0.0,0.0,0.0016105770990578,0.0,0.0,0.0019288160085445,0.0,0.0,0.0013708440637749,0.0,3.0,0.0093761585767936,8.49033375501991e-06,0.0,0.0025526308566409,0.0,3.0,0.0068197886491187,3.754012100432337e-06,0.0,0.0055559593551482,0.0,0.0,0.0015925952206375,0.0,6.0,0.0023596814660137,3.944856170544022e-06,29.0,0.0036220015196554,3.3952239735594006e-06
95,2020-05-30,1210.0,,,1909.0,878.0,978.0,1166.0,5348.0,,827.0,200.0,,726.0,124.0,82.0,790.0,,,307.0,381.0,3313.0,93.0,5451.0,1911.0,202.0,3595.0,30978.0,0.0,0.0017841160589613,0.0,,0.0015484670176525,,,0.0018104790527573,,25.0,0.0018444854330096,2.4155126152561845e-05,1.0,0.0030472144711451,3.4706315161106715e-06,0.0,0.0050214103077539,0.0,0.0,0.003658452405605,0.0,5.0,0.0107986083767963,1.0095931541507403e-05,,0.0031680815781006,,0.0,0.0041687880269584,0.0,0.0,0.0027240904942862,0.0,,0.0017482304050474,,0.0,0.0040794767481063,0.0,1.0,0.0028688429771186,2.3135830460634384e-05,0.0,0.0021669617610528,0.0,0.0,0.0015560462244212,0.0,,0.0009513239257967,,,0.0016105770990578,,0.0,0.0019288160085445,0.0,2.0,0.0013780780693885,7.234005613588356e-06,0.0,0.0093761585767936,0.0,0.0,0.0025526308566409,0.0,1.0,0.0068210399864855,1.251337366810779e-06,0.0,0.0055559593551482,0.0,0.0,0.0015925952206375,0.0,6.0,0.0023636263221842,3.944856170544022e-06,41.0,0.0036268016638939,4.800144238480532e-06
96,2020-05-31,1213.0,,,1910.0,879.0,978.0,1166.0,5348.0,,827.0,200.0,,726.0,124.0,82.0,790.0,,,307.0,381.0,3315.0,93.0,5452.0,1913.0,202.0,3595.0,30988.0,3.0,0.0017885394872067,4.423428245358718e-06,,0.0015484670176525,,,0.0018104790527573,,1.0,0.0018454516380557,9.662050461024737e-07,1.0,0.0030506851026612,3.4706315161106715e-06,0.0,0.0050214103077539,0.0,0.0,0.003658452405605,0.0,0.0,0.0107986083767963,0.0,,0.0031680815781006,,0.0,0.0041687880269584,0.0,0.0,0.0027240904942862,0.0,,0.0017482304050474,,0.0,0.0040794767481063,0.0,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015560462244212,0.0,,0.0009513239257967,,,0.0016105770990578,,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,2.0,0.009381818799297,5.660222503346606e-06,0.0,0.0025526308566409,0.0,1.0,0.0068222913238523,1.251337366810779e-06,2.0,0.0055617740692823,5.814714134116382e-06,0.0,0.0015925952206375,0.0,0.0,0.0023636263221842,0.0,10.0,0.0036279724307813,1.170766887434276e-06
97,2020-06-01,1213.0,,,1910.0,880.0,978.0,1166.0,5349.0,,827.0,200.0,,726.0,124.0,82.0,790.0,,,307.0,381.0,3315.0,93.0,5452.0,1914.0,202.0,3595.0,30991.0,0.0,0.0017885394872067,0.0,,0.0015484670176525,,,0.0018104790527573,,0.0,0.0018454516380557,0.0,1.0,0.0030541557341773,3.4706315161106715e-06,0.0,0.0050214103077539,0.0,0.0,0.003658452405605,0.0,1.0,0.0108006275631046,2.0191863083014806e-06,,0.0031680815781006,,0.0,0.0041687880269584,0.0,0.0,0.0027240904942862,0.0,,0.0017482304050474,,0.0,0.0040794767481063,0.0,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015560462244212,0.0,,0.0009513239257967,,,0.0016105770990578,,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,0.0,0.009381818799297,0.0,0.0,0.0025526308566409,0.0,0.0,0.0068222913238523,0.0,1.0,0.0055646814263493,2.907357067058191e-06,0.0,0.0015925952206375,0.0,0.0,0.0023636263221842,0.0,3.0,0.0036283236608475,3.512300662302828e-07
98,2020-06-02,1213.0,,100.0,1911.0,880.0,978.0,1168.0,5352.0,128.0,827.0,200.0,,727.0,124.0,82.0,790.0,78.0,443.0,307.0,381.0,3315.0,93.0,5456.0,1915.0,202.0,3597.0,31008.0,0.0,0.0017885394872067,0.0,,0.0015484670176525,,0.0,0.0018104790527573,0.0,1.0,0.0018464178431018,9.662050461024737e-07,0.0,0.0030541557341773,0.0,0.0,0.0050214103077539,0.0,2.0,0.0036647276241395,6.275218534485464e-06,3.0,0.0108066851220295,6.057558924904442e-06,0.0,0.0031680815781006,0.0,0.0,0.0041687880269584,0.0,0.0,0.0027240904942862,0.0,,0.0017482304050474,,1.0,0.0040850958620844,5.619113978107932e-06,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015560462244212,0.0,0.0,0.0009513239257967,0.0,3.0,0.0016215583065513,1.0981207493575992e-05,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,0.0,0.009381818799297,0.0,0.0,0.0025526308566409,0.0,4.0,0.0068272966733196,5.005349467243116e-06,1.0,0.0055675887834164,2.907357067058191e-06,0.0,0.0015925952206375,0.0,2.0,0.0023649412742411,1.3149520568480073e-06,17.0,0.0036303139645562,1.990303708638269e-06
99,2020-06-03,1214.0,25.0,100.0,1912.0,881.0,979.0,1169.0,5354.0,128.0,828.0,200.0,,730.0,124.0,82.0,790.0,78.0,445.0,307.0,381.0,3315.0,,5458.0,1915.0,202.0,3600.0,31026.0,1.0,0.0017900139632884,1.4744760817862393e-06,0.0,0.0015484670176525,0.0,0.0,0.0018104790527573,0.0,1.0,0.0018473840481479,9.662050461024737e-07,1.0,0.0030576263656935,3.4706315161106715e-06,1.0,0.0050265446741217,5.134366367846544e-06,1.0,0.0036678652334067,3.137609267242732e-06,2.0,0.0108107234946461,4.038372616602961e-06,0.0,0.0031680815781006,0.0,1.0,0.0041738288830975,5.040856139006649e-06,0.0,0.0027240904942862,0.0,,0.0017482304050474,,3.0,0.0041019532040187,1.6857341934323796e-05,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015560462244212,0.0,0.0,0.0009513239257967,0.0,2.0,0.0016288791115471,7.320804995717329e-06,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,0.0,0.009381818799297,0.0,,0.0025526308566409,,2.0,0.0068297993480532,2.502674733621558e-06,0.0,0.0055675887834164,0.0,0.0,0.0015925952206375,0.0,3.0,0.0023669137023264,1.972428085272011e-06,18.0,0.0036324213449535,2.107380397381697e-06
100,2020-06-04,1216.0,,100.0,1914.0,881.0,979.0,1171.0,5356.0,128.0,828.0,200.0,,731.0,124.0,82.0,790.0,78.0,446.0,307.0,381.0,3316.0,,5461.0,1917.0,202.0,3608.0,31050.0,2.0,0.001792962915452,2.9489521635724785e-06,,0.0015484670176525,,0.0,0.0018104790527573,0.0,2.0,0.0018493164582401,1.9324100922049478e-06,0.0,0.0030576263656935,0.0,0.0,0.0050265446741217,0.0,2.0,0.0036741404519412,6.275218534485464e-06,2.0,0.0108147618672627,4.038372616602961e-06,0.0,0.0031680815781006,0.0,0.0,0.0041738288830975,0.0,0.0,0.0027240904942862,0.0,,0.0017482304050474,,1.0,0.0041075723179968,5.619113978107932e-06,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015560462244212,0.0,0.0,0.0009513239257967,0.0,1.0,0.0016325395140449,3.6604024978586646e-06,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,1.0,0.0093846489105486,2.830111251673303e-06,,0.0025526308566409,,3.0,0.0068335533601536,3.754012100432337e-06,2.0,0.0055734034975505,5.814714134116382e-06,0.0,0.0015925952206375,0.0,8.0,0.0023721735105538,5.259808227392029e-06,24.0,0.0036352311854834,2.8098405298422626e-06
101,2020-06-05,1216.0,25.0,100.0,1916.0,882.0,982.0,1173.0,5358.0,128.0,828.0,200.0,,732.0,124.0,82.0,791.0,78.0,446.0,307.0,381.0,3316.0,,5463.0,1919.0,202.0,3614.0,31072.0,0.0,0.001792962915452,0.0,0.0,0.0015484670176525,0.0,0.0,0.0018104790527573,0.0,2.0,0.0018512488683323,1.9324100922049478e-06,1.0,0.0030610969972096,3.4706315161106715e-06,3.0,0.0050419477732253,1.5403099103539633e-05,2.0,0.0036804156704757,6.275218534485464e-06,2.0,0.0108188002398793,4.038372616602961e-06,0.0,0.0031680815781006,0.0,0.0,0.0041738288830975,0.0,0.0,0.0027240904942862,0.0,,0.0017482304050474,,1.0,0.004113191431975,5.619113978107932e-06,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,1.0,0.0015580159031863,1.9696787650902013e-06,0.0,0.0009513239257967,0.0,0.0,0.0016325395140449,0.0,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,0.0,0.0093846489105486,0.0,,0.0025526308566409,,2.0,0.0068360560348872,2.502674733621558e-06,2.0,0.0055792182116846,5.814714134116382e-06,0.0,0.0015925952206375,0.0,6.0,0.0023761183667243,3.944856170544022e-06,22.0,0.0036378068726357,2.575687152355408e-06
102,2020-06-06,1218.0,,,1918.0,882.0,982.0,1173.0,5361.0,,828.0,200.0,717.0,733.0,124.0,82.0,791.0,,,307.0,381.0,3316.0,,5465.0,1920.0,202.0,3618.0,31088.0,2.0,0.0017959118676156,2.9489521635724785e-06,,0.0015484670176525,,,0.0018104790527573,,2.0,0.0018531812784245,1.9324100922049478e-06,0.0,0.0030610969972096,0.0,0.0,0.0050419477732253,0.0,0.0,0.0036804156704757,0.0,3.0,0.0108248577988042,6.057558924904442e-06,,0.0031680815781006,,0.0,0.0041738288830975,0.0,0.0,0.0027240904942862,0.0,1.0,0.0017506720676242,2.4416625768818503e-06,1.0,0.0041188105459531,5.619113978107932e-06,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,0.0,0.0015580159031863,0.0,,0.0009513239257967,,,0.0016325395140449,,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,0.0,0.0093846489105486,0.0,,0.0025526308566409,,2.0,0.0068385587096209,2.502674733621558e-06,1.0,0.0055821255687517,2.907357067058191e-06,0.0,0.0015925952206375,0.0,4.0,0.002378748270838,2.6299041136960146e-06,16.0,0.0036396800996556,1.8732270198948416e-06
103,2020-06-07,1218.0,,,1918.0,882.0,982.0,1175.0,5361.0,,828.0,200.0,,733.0,124.0,82.0,792.0,,,307.0,381.0,3316.0,,5467.0,1922.0,202.0,3618.0,31095.0,0.0,0.0017959118676156,0.0,,0.0015484670176525,,,0.0018104790527573,,0.0,0.0018531812784245,0.0,0.0,0.0030610969972096,0.0,0.0,0.0050419477732253,0.0,2.0,0.0036866908890102,6.275218534485464e-06,0.0,0.0108248577988042,0.0,,0.0031680815781006,,0.0,0.0041738288830975,0.0,0.0,0.0027240904942862,0.0,,0.0017506720676242,,0.0,0.0041188105459531,0.0,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,1.0,0.0015599855819514,1.9696787650902013e-06,,0.0009513239257967,,,0.0016325395140449,,0.0,0.0019288160085445,0.0,0.0,0.0013780780693885,0.0,0.0,0.0093846489105486,0.0,,0.0025526308566409,,2.0,0.0068410613843545,2.502674733621558e-06,2.0,0.0055879402828858,5.814714134116382e-06,0.0,0.0015925952206375,0.0,0.0,0.002378748270838,0.0,7.0,0.0036404996364768,8.195368212039933e-07
104,2020-06-08,1218.0,,100.0,1918.0,882.0,982.0,1179.0,5362.0,128.0,828.0,200.0,,735.0,124.0,82.0,794.0,79.0,446.0,307.0,382.0,3316.0,,5468.0,1927.0,203.0,3618.0,31113.0,0.0,0.0017959118676156,0.0,,0.0015484670176525,,0.0,0.0018104790527573,0.0,0.0,0.0018531812784245,0.0,0.0,0.0030610969972096,0.0,0.0,0.0050419477732253,0.0,4.0,0.0036992413260791,1.2550437068970929e-05,1.0,0.0108268769851125,2.0191863083014806e-06,0.0,0.0031680815781006,0.0,0.0,0.0041738288830975,0.0,0.0,0.0027240904942862,0.0,,0.0017506720676242,,2.0,0.0041300487739093,1.1238227956215864e-05,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,2.0,0.0015639249394816,3.939357530180403e-06,1.0,0.0009635203863838,1.2196460587137613e-05,0.0,0.0016325395140449,0.0,0.0,0.0019288160085445,0.0,1.0,0.0013816950721953,3.617002806794178e-06,0.0,0.0093846489105486,0.0,,0.0025526308566409,,1.0,0.0068423127217213,1.251337366810779e-06,5.0,0.0056024770682211,1.4536785335290952e-05,1.0,0.0016004793553931,7.884134755631242e-06,0.0,0.002378748270838,0.0,18.0,0.0036426070168742,2.107380397381697e-06
105,2020-06-09,1220.0,25.0,,1919.0,882.0,983.0,1179.0,5362.0,128.0,828.0,200.0,,735.0,124.0,82.0,795.0,79.0,446.0,307.0,382.0,3316.0,,5471.0,1928.0,205.0,3618.0,31124.0,2.0,0.0017988608197792,2.9489521635724785e-06,0.0,0.0015484670176525,0.0,,0.0018104790527573,,1.0,0.0018541474834706,9.662050461024737e-07,0.0,0.0030610969972096,0.0,1.0,0.0050470821395931,5.134366367846544e-06,0.0,0.0036992413260791,0.0,0.0,0.0108268769851125,0.0,0.0,0.0031680815781006,0.0,0.0,0.0041738288830975,0.0,0.0,0.0027240904942862,0.0,,0.0017506720676242,,0.0,0.0041300487739093,0.0,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,1.0,0.0015658946182467,1.9696787650902013e-06,0.0,0.0009635203863838,0.0,0.0,0.0016325395140449,0.0,0.0,0.0019288160085445,0.0,0.0,0.0013816950721953,0.0,0.0,0.0093846489105486,0.0,,0.0025526308566409,,3.0,0.0068460667338217,3.754012100432337e-06,1.0,0.0056053844252881,2.907357067058191e-06,2.0,0.0016162476249044,1.5768269511262485e-05,0.0,0.002378748270838,0.0,11.0,0.0036438948604504,1.2878435761777038e-06
106,2020-06-10,1220.0,25.0,,1919.0,883.0,983.0,1181.0,5364.0,128.0,828.0,200.0,,735.0,124.0,82.0,798.0,79.0,,307.0,382.0,3316.0,,5472.0,1932.0,207.0,3621.0,31142.0,0.0,0.0017988608197792,0.0,0.0,0.0015484670176525,0.0,,0.0018104790527573,,0.0,0.0018541474834706,0.0,1.0,0.0030645676287257,3.4706315161106715e-06,0.0,0.0050470821395931,0.0,2.0,0.0037055165446136,6.275218534485464e-06,2.0,0.0108309153577291,4.038372616602961e-06,0.0,0.0031680815781006,0.0,0.0,0.0041738288830975,0.0,0.0,0.0027240904942862,0.0,,0.0017506720676242,,0.0,0.0041300487739093,0.0,0.0,0.0028688429771186,0.0,0.0,0.0021669617610528,0.0,3.0,0.0015718036545419,5.909036295270605e-06,0.0,0.0009635203863838,0.0,,0.0016325395140449,,0.0,0.0019288160085445,0.0,0.0,0.0013816950721953,0.0,0.0,0.0093846489105486,0.0,,0.0025526308566409,,1.0,0.0068473180711885,1.251337366810779e-06,4.0,0.0056170138535564,1.1629428268232763e-05,2.0,0.0016320158944156,1.5768269511262485e-05,3.0,0.0023807206989233,1.972428085272011e-06,18.0,0.0036460022408478,2.107380397381697e-06
