,Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH,AG_diff,AG_pc,AG_diff_pc,AI_diff,AI_pc,AI_diff_pc,AR_diff,AR_pc,AR_diff_pc,BE_diff,BE_pc,BE_diff_pc,BL_diff,BL_pc,BL_diff_pc,BS_diff,BS_pc,BS_diff_pc,FR_diff,FR_pc,FR_diff_pc,GE_diff,GE_pc,GE_diff_pc,GL_diff,GL_pc,GL_diff_pc,GR_diff,GR_pc,GR_diff_pc,JU_diff,JU_pc,JU_diff_pc,LU_diff,LU_pc,LU_diff_pc,NE_diff,NE_pc,NE_diff_pc,NW_diff,NW_pc,NW_diff_pc,OW_diff,OW_pc,OW_diff_pc,SG_diff,SG_pc,SG_diff_pc,SH_diff,SH_pc,SH_diff_pc,SO_diff,SO_pc,SO_diff_pc,SZ_diff,SZ_pc,SZ_diff_pc,TG_diff,TG_pc,TG_diff_pc,TI_diff,TI_pc,TI_diff_pc,UR_diff,UR_pc,UR_diff_pc,VD_diff,VD_pc,VD_diff_pc,VS_diff,VS_pc,VS_diff_pc,ZG_diff,ZG_pc,ZG_diff_pc,ZH_diff,ZH_pc,ZH_diff_pc,CH_diff,CH_pc,CH_diff_pc
0,2020-02-25,,,,,,,,6.0,,,,,,,,,,,,,0.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.2115117849808884e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,7.024601324605656e-07,
1,2020-02-26,1.0,,,,,,,7.0,,2.0,,,,,,,,,,,1.0,,,,,,11.0,,1.4744760817862393e-06,,,,,,,,,,,,,,,,,,,,1.0,1.4134304158110364e-05,2.0191863083014806e-06,,,,,1.0081712278013298e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.830111251673303e-06,2.830111251673303e-06,,,,,,,,,,,,,,,,5.0,1.2878435761777038e-06,5.85383443717138e-07
2,2020-02-27,1.0,,,,,1.0,,7.0,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,2.0,16.0,0.0,1.4744760817862393e-06,0.0,,,,,,,,,,,,,,5.134366367846544e-06,,,,,0.0,1.4134304158110364e-05,0.0,,,,0.0,1.0081712278013298e-05,0.0,,1.36204524714311e-05,,,2.4416625768818503e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.830111251673303e-06,0.0,,,,,,,,,,,,,,1.3149520568480073e-06,,5.0,1.8732270198948416e-06,5.85383443717138e-07
3,2020-02-28,1.0,,,1.0,1.0,1.0,,10.0,,6.0,1.0,,,,,,,,,,1.0,,,1.0,,2.0,26.0,0.0,1.4744760817862393e-06,0.0,,,,,,,,9.662050461024737e-07,,,3.4706315161106715e-06,,0.0,5.134366367846544e-06,0.0,,,,3.0,2.0191863083014807e-05,6.057558924904442e-06,,,,4.0,3.0245136834039893e-05,2.01634245560266e-05,0.0,1.36204524714311e-05,0.0,,2.4416625768818503e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.830111251673303e-06,0.0,,,,,,,,2.907357067058191e-06,,,,,0.0,1.3149520568480073e-06,0.0,10.0,3.0439939073291176e-06,1.170766887434276e-06
4,2020-02-29,3.0,,,,2.0,1.0,0.0,14.0,,6.0,1.0,2.0,,,,,,,,,2.0,,,1.0,0.0,6.0,39.0,2.0,4.423428245358718e-06,2.9489521635724785e-06,,,,,,,,9.662050461024737e-07,,1.0,6.941263032221343e-06,3.4706315161106715e-06,0.0,5.134366367846544e-06,0.0,,0.0,,4.0,2.826860831622073e-05,8.076745233205922e-06,,,,0.0,3.0245136834039893e-05,0.0,0.0,1.36204524714311e-05,0.0,1.0,4.8833251537637006e-06,2.4416625768818503e-06,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.660222503346606e-06,2.830111251673303e-06,,,,,,,0.0,2.907357067058191e-06,0.0,,0.0,,4.0,3.944856170544022e-06,2.6299041136960146e-06,13.0,4.565990860993677e-06,1.5219969536645588e-06
5,2020-03-01,4.0,,,2.0,2.0,1.0,1.0,15.0,,6.0,1.0,3.0,1.0,,,,,,,,2.0,,,2.0,0.0,7.0,47.0,1.0,5.897904327144957e-06,1.4744760817862393e-06,,,,,,,1.0,1.9324100922049478e-06,9.662050461024737e-07,0.0,6.941263032221343e-06,0.0,0.0,5.134366367846544e-06,0.0,1.0,3.137609267242732e-06,3.137609267242732e-06,1.0,3.028779462452221e-05,2.0191863083014806e-06,,,,0.0,3.0245136834039893e-05,0.0,0.0,1.36204524714311e-05,0.0,1.0,7.324987730645551e-06,2.4416625768818503e-06,,5.619113978107932e-06,,,,,,,,,,,,,,,,,,,,,,,0.0,5.660222503346606e-06,0.0,,,,,,,1.0,5.814714134116382e-06,2.907357067058191e-06,0.0,0.0,0.0,1.0,4.602332198968026e-06,6.574760284240036e-07,8.0,5.502604370941098e-06,9.366135099474208e-07
6,2020-03-02,7.0,,,4.0,2.0,1.0,2.0,16.0,,9.0,1.0,4.0,1.0,,,1.0,,,,,4.0,,,4.0,0.0,10.0,66.0,3.0,1.0321332572503675e-05,4.423428245358718e-06,,,,,,,2.0,3.864820184409895e-06,1.9324100922049478e-06,0.0,6.941263032221343e-06,0.0,0.0,5.134366367846544e-06,0.0,1.0,6.275218534485464e-06,3.137609267242732e-06,1.0,3.230698093282369e-05,2.0191863083014806e-06,,,,3.0,4.536770525105984e-05,1.5122568417019948e-05,0.0,1.36204524714311e-05,0.0,1.0,9.7666503075274e-06,2.4416625768818503e-06,0.0,5.619113978107932e-06,0.0,,,,,,,,1.9696787650902013e-06,,,,,,,,,,,,,,2.0,1.1320445006693213e-05,5.660222503346606e-06,,,,,,,2.0,1.1629428268232763e-05,5.814714134116382e-06,0.0,0.0,0.0,3.0,6.574760284240037e-06,1.972428085272011e-06,19.0,7.727061457066221e-06,2.224457086125125e-06
7,2020-03-03,7.0,,,,2.0,3.0,2.0,19.0,,9.0,1.0,,1.0,,,1.0,,,1.0,,8.0,,,4.0,1.0,13.0,80.0,0.0,1.0321332572503675e-05,0.0,,,,,,,,3.864820184409895e-06,,0.0,6.941263032221343e-06,0.0,2.0,1.5403099103539633e-05,1.0268732735693088e-05,0.0,6.275218534485464e-06,0.0,3.0,3.8364539857728136e-05,6.057558924904442e-06,,,,0.0,4.536770525105984e-05,0.0,0.0,1.36204524714311e-05,0.0,,9.7666503075274e-06,,0.0,5.619113978107932e-06,0.0,,,,,,,0.0,1.9696787650902013e-06,0.0,,,,,,,,6.282788301448183e-06,,,,,4.0,2.2640890013386425e-05,1.1320445006693213e-05,,,,,,,0.0,1.1629428268232763e-05,0.0,1.0,7.884134755631242e-06,7.884134755631242e-06,3.0,8.547188369512047e-06,1.972428085272011e-06,14.0,9.366135099474208e-06,1.6390736424079863e-06
8,2020-03-04,10.0,,,6.0,2.0,3.0,4.0,21.0,,12.0,1.0,5.0,8.0,,,1.0,,,3.0,,13.0,,,5.0,1.0,15.0,110.0,3.0,1.4744760817862392e-05,4.423428245358718e-06,,,,,,,2.0,5.797230276614843e-06,1.9324100922049478e-06,0.0,6.941263032221343e-06,0.0,0.0,1.5403099103539633e-05,0.0,2.0,1.2550437068970929e-05,6.275218534485464e-06,2.0,4.240291247433109e-05,4.038372616602961e-06,,,,3.0,6.049027366807979e-05,1.5122568417019948e-05,0.0,1.36204524714311e-05,0.0,1.0,1.2208312884409253e-05,2.4416625768818503e-06,7.0,4.495291182486346e-05,3.9333797846755525e-05,,,,,,,0.0,1.9696787650902013e-06,0.0,,,,,,,2.0,1.8848364904344547e-05,1.2565576602896366e-05,,,,5.0,3.6791446271752944e-05,1.4150556258366515e-05,,,,,,,1.0,1.4536785335290952e-05,2.907357067058191e-06,0.0,7.884134755631242e-06,0.0,2.0,9.862140426360054e-06,1.3149520568480073e-06,30.0,1.2878435761777036e-05,3.512300662302828e-06
9,2020-03-05,11.0,,1.0,,6.0,8.0,6.0,26.0,,14.0,2.0,6.0,9.0,,,1.0,,,,1.0,25.0,,,6.0,2.0,23.0,156.0,1.0,1.6219236899648632e-05,1.4744760817862393e-06,,,,,1.81047905275736e-05,,,5.797230276614843e-06,,4.0,2.082378909666403e-05,1.3882526064442686e-05,5.0,4.1074930942772354e-05,2.567183183923272e-05,2.0,1.882565560345639e-05,6.275218534485464e-06,5.0,5.24988440158385e-05,1.0095931541507403e-05,,,,2.0,7.057198594609308e-05,1.0081712278013298e-05,1.0,2.72409049428622e-05,1.36204524714311e-05,1.0,1.4649975461291104e-05,2.4416625768818503e-06,1.0,5.057202580297139e-05,5.619113978107932e-06,,,,,,,0.0,1.9696787650902013e-06,0.0,,,,,,,,1.8848364904344547e-05,,,3.617002806794178e-06,,12.0,7.075278129183258e-05,3.396133502007964e-05,,,,,,,1.0,1.7444142402349143e-05,2.907357067058191e-06,1.0,1.5768269511262485e-05,7.884134755631242e-06,8.0,1.5121948653752083e-05,5.259808227392029e-06,46.0,1.8263963443974707e-05,5.38552768219767e-06
10,2020-03-06,12.0,,1.0,17.0,6.0,15.0,7.0,35.0,,16.0,3.0,7.0,13.0,,,4.0,,1.0,6.0,1.0,28.0,,23.0,6.0,3.0,29.0,233.0,1.0,1.7693712981434873e-05,1.4744760817862393e-06,,,,0.0,1.81047905275736e-05,0.0,11.0,1.6425485783742055e-05,1.062825550712721e-05,0.0,2.082378909666403e-05,0.0,7.0,7.701549551769816e-05,3.594056457492581e-05,1.0,2.196326487069912e-05,3.137609267242732e-06,9.0,7.067152079055183e-05,1.817267677471333e-05,,,,2.0,8.065369822410638e-05,1.0081712278013298e-05,1.0,4.0861357414293305e-05,1.36204524714311e-05,1.0,1.7091638038172954e-05,2.4416625768818503e-06,4.0,7.304848171540312e-05,2.247645591243173e-05,,,,,,,3.0,7.878715060360805e-06,5.909036295270605e-06,,,,,3.6604024978586646e-06,,3.0,3.769672980868909e-05,1.8848364904344547e-05,0.0,3.617002806794178e-06,0.0,3.0,7.92431150468525e-05,8.49033375501991e-06,,,,,2.878075943664792e-05,,0.0,1.7444142402349143e-05,0.0,1.0,2.365240426689373e-05,7.884134755631242e-06,6.0,1.9066804824296106e-05,3.944856170544022e-06,77.0,2.7278868477218637e-05,9.014905033243923e-06
11,2020-03-07,14.0,,1.0,,15.0,21.0,7.0,48.0,,17.0,4.0,8.0,18.0,,,4.0,,,,1.0,41.0,,30.0,7.0,3.0,34.0,297.0,2.0,2.064266514500735e-05,2.9489521635724785e-06,,,,0.0,1.81047905275736e-05,0.0,,1.6425485783742055e-05,,9.0,5.205947274166007e-05,3.123568364499604e-05,6.0,0.0001078216937247,3.0806198207079265e-05,0.0,2.196326487069912e-05,0.0,13.0,9.692094279847108e-05,2.624942200791925e-05,,,,1.0,8.569455436311303e-05,5.040856139006649e-06,1.0,5.4481809885724405e-05,1.36204524714311e-05,1.0,1.95333006150548e-05,2.4416625768818503e-06,5.0,0.0001011440516059,2.809556989053966e-05,,,,,,,0.0,7.878715060360805e-06,0.0,,,,,3.6604024978586646e-06,,,3.769672980868909e-05,,0.0,3.617002806794178e-06,0.0,13.0,0.0001160345613186,3.6791446271752944e-05,,,,7.0,3.754012100432337e-05,8.759361567675453e-06,1.0,2.0351499469407337e-05,2.907357067058191e-06,0.0,2.365240426689373e-05,0.0,5.0,2.2354184966416125e-05,3.2873801421200185e-06,64.0,3.4771776556798e-05,7.492908079579367e-06
12,2020-03-08,14.0,,1.0,,20.0,24.0,7.0,50.0,,18.0,4.0,,24.0,,,5.0,,,,1.0,49.0,,40.0,14.0,3.0,40.0,346.0,0.0,2.064266514500735e-05,0.0,,,,0.0,1.81047905275736e-05,0.0,,1.6425485783742055e-05,,5.0,6.941263032221343e-05,1.7353157580553357e-05,3.0,0.0001232247928283,1.5403099103539633e-05,0.0,2.196326487069912e-05,0.0,2.0,0.000100959315415,4.038372616602961e-06,,,,1.0,9.073541050211967e-05,5.040856139006649e-06,0.0,5.4481809885724405e-05,0.0,,1.95333006150548e-05,,6.0,0.0001348587354745,3.371468386864759e-05,,,,,,,1.0,9.848393825451006e-06,1.9696787650902013e-06,,,,,3.6604024978586646e-06,,,3.769672980868909e-05,,0.0,3.617002806794178e-06,0.0,8.0,0.0001386754513319,2.2640890013386425e-05,,,,10.0,5.005349467243116e-05,1.251337366810779e-05,7.0,4.0702998938814674e-05,2.0351499469407337e-05,0.0,2.365240426689373e-05,0.0,6.0,2.6299041136960148e-05,3.944856170544022e-06,49.0,4.050853430522595e-05,5.736757748427953e-06
